time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.560827,-0.2985,-0.5283,-0.3084,0.681
1.565524,-0.2535,-0.5261,-0.1173,0.596
1.570284,-0.2371,-0.4852,0.0225,0.540
1.575236,-0.2351,-0.4056,0.1678,0.498
1.580378,-0.2235,-0.3069,0.3228,0.498
1.583927,-0.2216,-0.1895,0.4964,0.576
1.591028,-0.1671,-0.1444,0.6449,0.682
1.594879,-0.0459,-0.1092,0.7393,0.749
1.599172,0.1276,-0.1174,0.7792,0.798
1.604440,0.2051,-0.1683,0.7788,0.823
1.610962,0.2153,-0.2091,0.6903,0.753
1.615237,0.1919,-0.2014,0.5812,0.644
1.619650,0.0632,-0.1358,0.3324,0.365
1.625174,-0.0127,-0.0794,0.0166,0.082
1.631819,0.0215,-0.0132,-0.2028,0.204
1.638500,0.0941,-0.0089,-0.2916,0.307
1.640966,0.1283,-0.1045,-0.2784,0.324
1.645264,0.0908,-0.1851,-0.2156,0.298
1.649695,0.0535,-0.1504,-0.1897,0.248
1.654864,0.1023,-0.1159,-0.1818,0.239
1.660061,0.2420,-0.1202,-0.0443,0.274
1.665176,0.3527,-0.2830,0.0877,0.461
1.672022,0.4249,-0.3983,0.2141,0.620
1.674857,0.4731,-0.4659,0.1770,0.687
1.679543,0.4447,-0.5149,-0.0496,0.682
1.685223,0.5311,-0.6792,0.1648,0.878
1.689877,0.6222,-0.7238,0.3255,1.008
1.694717,0.5790,-0.5961,0.4839,0.962
1.699831,0.5788,-0.4827,0.5005,0.905
1.704733,0.6312,-0.4984,0.3482,0.876
1.711768,0.6452,-0.5325,0.2674,0.878
1.714576,0.5827,-0.5895,0.2009,0.853
1.718956,0.4867,-0.5640,0.1725,0.765
1.725278,0.4386,-0.5131,-0.0053,0.675
1.730578,0.1849,-0.2980,-0.3210,0.475
1.734714,0.1372,-0.1879,-0.1146,0.259
1.740300,0.1470,0.0762,-0.3005,0.343
1.745601,0.2238,0.1735,-0.3455,0.447
1.749644,0.3006,0.1809,-0.4402,0.563
1.755218,0.2673,0.1418,-0.2923,0.421
1.759587,0.1575,0.0032,-0.2475,0.293
1.765626,0.1100,-0.1058,-0.2049,0.256
1.769985,0.3545,-0.3814,-0.2648,0.584
1.776920,0.0818,-0.1018,0.6617,0.674
1.780567,0.2065,0.0180,0.8631,0.888
1.784508,0.3883,-0.1214,0.8284,0.923
1.789959,0.4167,-0.1753,0.7409,0.868
1.794223,0.4163,-0.1686,0.9022,1.008
1.799436,0.3632,-0.0824,0.8752,0.951
1.804152,0.4824,-0.1419,0.9126,1.042
1.809513,0.7259,-0.2266,0.9033,1.181
1.815194,0.8446,-0.1969,0.7428,1.142
1.819037,0.8578,-0.2633,0.5280,1.041
1.825242,0.7514,-0.3868,0.2228,0.874
1.830433,0.6738,-0.4281,0.1309,0.809
1.836736,0.7590,-0.3544,0.5950,1.027
1.844141,0.7962,-0.1521,0.7357,1.095
1.845642,0.8668,-0.1325,0.4157,0.970
1.853395,1.0618,-0.3042,0.3457,1.157
1.854205,1.1273,-0.4325,0.5118,1.311
1.860297,1.0321,-0.4468,0.5655,1.259
1.864501,0.8475,-0.4464,0.7673,1.227
1.869066,0.6501,-0.4371,0.6784,1.036
1.874335,0.3498,-0.3199,0.6730,0.823
1.878475,0.1042,-0.4807,0.9821,1.098
1.884705,-0.1155,-0.6507,1.0038,1.202
1.890189,-0.3287,-0.9153,1.1430,1.501
1.894402,-0.4165,-0.9883,1.0573,1.506
1.899365,-0.4419,-0.8378,1.1057,1.456
1.906376,-0.4243,-0.7173,1.0830,1.367
1.911625,-0.4972,-0.5698,1.1605,1.385
1.914653,-0.5314,-0.5050,1.2084,1.413
1.920248,-0.4893,-0.5646,1.2786,1.481
1.924483,-0.5284,-0.5043,1.3468,1.532
1.930189,-0.8189,-0.3677,1.4173,1.678
1.937452,-0.7369,-0.4334,0.6168,1.054
1.939888,-1.3631,0.2058,1.5190,2.051
1.944484,-1.6537,0.4668,1.8001,2.489
1.950559,-2.1734,0.4835,1.3799,2.619
1.955383,-2.4677,0.6188,0.8895,2.695
1.960388,-2.6468,0.6485,0.8028,2.841
1.964759,-2.9596,0.6597,0.8546,3.150
1.970438,-3.3821,0.5804,0.9238,3.554
1.975053,-4.0385,0.6068,0.7952,4.161
1.979293,-4.5265,0.6276,0.4119,4.588
1.985648,-4.9565,0.5133,0.6942,5.031
1.990470,-5.4816,0.6036,1.0093,5.606
1.995941,-5.8098,0.4727,1.1042,5.933
1.999663,-5.8697,0.2413,1.3006,6.017
2.005685,-6.1593,0.2926,1.2062,6.283
2.011334,-6.4102,0.4292,0.8508,6.481
2.014588,-6.6083,0.6220,0.5880,6.663
2.020342,-6.6673,0.7562,0.5028,6.729
2.025885,-6.6066,0.7976,0.4884,6.672
2.031748,-6.2013,0.8514,0.4142,6.273
2.037093,-5.7150,0.9701,0.1554,5.799
2.040019,-4.9325,1.0634,0.0657,5.046
2.045664,-4.4761,1.8923,3.1412,5.786
2.050797,-4.7517,2.2805,4.0780,6.664
2.055691,-4.6584,0.7926,-0.7557,4.785
2.063451,-4.9002,0.6020,-3.7532,6.202
2.065203,-3.3665,0.4220,-4.4941,5.631
2.070704,-2.0884,0.0496,-4.8183,5.252
2.074711,-0.9653,-0.3030,-4.5151,4.627
2.079773,0.1324,-0.7592,-3.7859,3.864
2.085872,1.4581,-1.3266,-2.8032,3.427
2.090667,2.8204,-1.7209,-1.8346,3.779
2.095151,3.9608,-1.9409,-0.8795,4.498
2.099689,4.5542,-1.9196,-0.2583,4.949
2.105892,4.6970,-1.7204,0.2207,5.007
2.111990,4.4568,-1.4409,0.5611,4.717
2.115409,4.0734,-1.1928,0.8096,4.321
2.120201,3.6809,-0.9680,0.9224,3.916
2.125715,3.4275,-0.7910,0.8613,3.622
2.130923,3.2319,-0.6665,0.7368,3.381
2.138422,2.9886,-0.6327,0.4876,3.093
2.141777,2.6929,-0.7225,0.1198,2.791
2.146483,2.2061,-0.6775,-0.2648,2.323
2.150541,1.5524,-0.5228,-0.5597,1.731
2.154894,0.9044,-0.3793,-0.7454,1.232
2.160074,0.3385,-0.2095,-0.7028,0.808
2.165249,-0.1405,0.0292,-0.6916,0.706
2.170101,-0.4993,0.3600,-0.6830,0.919
2.175845,-0.7428,0.6199,-0.6629,1.173
2.180163,-0.8520,0.7326,-0.5930,1.271
2.185368,-0.8270,0.7230,-0.5114,1.212
2.191056,-0.8021,0.8603,-0.3653,1.232
2.195780,-0.8395,1.0245,-0.0882,1.327
2.200237,-0.7907,1.1676,0.3087,1.444
2.205224,-0.7468,1.3330,0.6377,1.656
2.211493,-0.7318,1.4918,0.8504,1.867
2.215168,-0.7169,1.6152,0.8414,1.957
2.220627,-0.6255,1.7271,0.8123,2.008
2.225887,-0.4530,1.6932,0.6584,1.872
2.231358,-0.2330,1.6769,0.4997,1.765
2.234980,0.0200,1.6114,0.2214,1.627
2.240967,0.3157,1.5449,-0.1377,1.583
2.248210,0.6205,1.4921,-0.4433,1.676
2.252694,0.9056,1.3336,-0.7194,1.765
2.255117,1.2190,1.1513,-0.9372,1.921
2.259682,1.5606,0.8984,-1.0538,2.086
2.265377,1.9162,0.5377,-1.2654,2.358
2.270925,2.1613,0.2714,-1.5419,2.669
2.274474,2.3058,0.1665,-1.8107,2.936
2.280297,2.2971,0.1793,-1.9374,3.010
2.285551,2.3220,0.1847,-1.9472,3.036
2.291107,2.3756,0.1967,-1.9230,3.063
2.295703,2.3861,0.2199,-1.9135,3.066
2.299946,2.4110,0.2634,-1.8235,3.034
2.306210,2.4503,0.2792,-1.7640,3.032
2.312219,2.4895,0.3389,-1.6629,3.013
2.315291,2.5096,0.3848,-1.4531,2.925
2.320957,2.5010,0.4121,-1.1829,2.797
2.327722,2.3680,0.4971,-0.9056,2.584
2.332527,2.1873,0.6105,-0.6785,2.370
2.335242,2.0546,0.7328,-0.4924,2.236
2.340848,1.8502,0.7819,-0.3231,2.034
2.346520,1.7607,0.7723,-0.2421,1.938
2.354201,1.7383,0.7283,-0.2394,1.900
2.354614,1.6776,0.7556,-0.2713,1.860
2.359644,1.5977,0.7489,-0.3614,1.801
2.366448,1.4892,0.7227,-0.4368,1.712
2.372241,1.4717,0.5717,-0.5014,1.657
2.376972,1.5977,0.2922,-0.3212,1.656
2.381715,1.4796,0.6021,-0.7547,1.767
2.386545,1.4189,0.5612,-0.8564,1.750
2.391148,1.6549,0.0857,-0.9756,1.923
2.395198,1.3931,0.3141,-0.6566,1.572
2.399862,1.2606,0.2012,-0.3466,1.323
2.406429,1.1856,0.2882,-0.1416,1.228
2.413017,1.1678,0.2773,0.0349,1.201
2.415473,1.2743,0.1450,0.1058,1.287
2.421670,1.4474,-0.0123,0.0809,1.450
2.426027,1.6250,-0.1077,0.0660,1.630
2.432264,1.6732,-0.0355,0.0469,1.674
2.435564,1.7116,0.0083,0.0761,1.713
2.441146,1.5730,0.1049,0.1916,1.588
2.448872,1.3723,0.2350,0.2688,1.418
2.454533,1.1957,0.3551,0.2309,1.268
2.454959,1.0670,0.4268,0.1120,1.155
2.459994,0.9959,0.4694,-0.0399,1.102
2.466219,0.9200,0.5072,-0.2099,1.071
2.471790,1.0882,0.3204,-0.2883,1.170
2.477045,1.0218,0.3119,-0.5572,1.205
2.481210,1.0943,0.1419,-0.7482,1.333
2.486342,1.3010,-0.0641,-0.8375,1.549
2.493024,1.1488,0.1103,-0.9352,1.485
2.495394,1.2027,0.1808,-0.7838,1.447
2.501007,1.3285,0.1378,-0.4517,1.410
2.506181,1.3634,0.1493,-0.2130,1.388
2.511484,0.9965,0.3869,-0.1391,1.078
2.515699,0.9843,0.3187,0.1430,1.044
2.521697,0.9817,0.2421,0.4751,1.117
2.528371,0.9363,0.1957,0.7669,1.226
2.533772,0.8624,0.2748,0.9905,1.342
2.535952,0.8222,0.3212,1.2323,1.516
2.541866,0.7821,0.2632,1.4112,1.635
2.546804,0.6992,0.2251,1.5801,1.742
2.553626,0.5972,0.1876,1.7440,1.853
2.557093,0.4524,0.2655,1.8365,1.910
2.561711,0.1930,0.3769,1.8433,1.891
2.565594,-0.0327,0.4206,1.8263,1.874
2.570314,-0.1147,0.4112,1.8000,1.850
2.576173,-0.1488,0.4968,1.8698,1.940
2.581808,-0.0920,0.5196,1.8343,1.909
2.587455,0.0986,0.5325,1.7752,1.856
2.592226,0.3943,0.4403,1.6399,1.743
2.597120,0.6946,0.3399,1.5246,1.710
2.601049,0.9135,0.2369,1.4866,1.761
2.606412,1.0416,0.1606,1.5731,1.893
2.612779,1.0839,0.0921,1.5584,1.901
2.615883,1.0548,-0.0304,1.4904,1.826
2.620437,0.8971,-0.0583,1.4075,1.670
2.626257,0.6012,0.0178,1.4677,1.586
2.633011,0.1387,0.1637,1.5652,1.580
2.637548,-0.4714,0.3592,1.5420,1.652
2.641421,-1.0423,0.5556,1.2693,1.734
2.647057,-1.6507,0.6376,0.6999,1.903
2.654882,-2.4068,0.7053,0.0547,2.509
2.658498,-3.3343,0.8201,-0.4407,3.462
2.662775,-4.3135,0.9279,-0.7431,4.474
2.665652,-5.2537,0.9993,-1.0055,5.442
2.670752,-6.0782,1.0145,-1.5574,6.356
2.676808,-6.6342,0.9639,-2.2343,7.066
2.682130,-6.8979,0.8528,-2.5953,7.419
2.688052,-7.0371,0.7348,-2.4781,7.497
2.692116,-7.0950,0.5574,-2.0855,7.416
2.696066,-6.9951,0.3736,-1.5097,7.166
