time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.580721,0.0108,-0.0346,0.0072,0.037
0.585723,-0.0155,-0.0625,-0.0262,0.069
0.599557,0.0487,-0.0237,-0.0333,0.064
0.600607,0.0388,0.0173,-0.0070,0.043
0.601353,0.0456,-0.0417,-0.0093,0.062
0.604057,0.0192,-0.0075,0.0218,0.030
0.617131,-0.0307,-0.0164,0.0504,0.061
0.618104,-0.0184,0.0269,0.0598,0.068
0.618841,-0.1013,-0.0063,0.0523,0.114
0.622488,-0.0885,0.0414,0.0473,0.109
0.626950,-0.0878,0.0054,0.0327,0.094
0.631295,-0.0847,0.0124,0.0016,0.086
0.636534,-0.0697,-0.0068,-0.0245,0.074
0.642084,-0.0595,-0.0021,-0.0312,0.067
0.647217,-0.0732,0.0237,-0.0283,0.082
0.651801,-0.0345,0.0113,-0.0421,0.056
0.655068,-0.0104,0.0323,-0.0343,0.048
0.661735,0.0682,0.0082,-0.0645,0.094
0.665303,0.0228,0.0128,-0.0160,0.031
0.670800,0.0465,0.0294,0.0107,0.056
0.681700,-0.0060,-0.0279,0.0299,0.041
0.682923,0.0512,-0.0017,0.0324,0.061
0.685411,0.0177,0.0315,0.0183,0.040
0.690269,0.0367,-0.0163,-0.0121,0.042
0.702651,0.0747,0.0360,-0.0327,0.089
0.703434,0.1005,0.0025,-0.0126,0.101
0.703938,0.0716,-0.0070,0.0122,0.073
0.707808,-0.0070,-0.0070,0.0392,0.040
0.712620,-0.0042,0.0168,0.0373,0.041
0.717890,0.0270,0.0285,0.0330,0.051
0.724294,-0.0300,0.0732,0.0071,0.079
0.727914,-0.0176,-0.0011,-0.0018,0.018
0.731140,-0.0338,0.0011,-0.0105,0.035
0.736107,-0.0926,0.0435,0.0069,0.103
0.741643,-0.0821,0.0071,-0.0140,0.084
0.746876,-0.0480,-0.0195,-0.0205,0.056
0.751199,-0.0308,0.0253,0.0039,0.040
0.758005,-0.0470,0.0056,0.0209,0.052
0.761255,-0.0085,-0.0138,0.0188,0.025
0.765899,-0.0059,-0.0281,-0.0071,0.030
0.770321,-0.0175,-0.0305,-0.0065,0.036
0.775077,-0.0385,0.0004,-0.0391,0.055
0.779663,-0.0522,-0.0069,-0.0596,0.080
0.784474,0.0031,-0.0187,-0.0348,0.040
0.799306,-0.0323,0.0052,-0.0077,0.034
0.801475,-0.0008,0.0146,0.0168,0.022
0.802109,0.0304,0.0121,0.0153,0.036
0.803186,0.0971,-0.0021,0.0044,0.097
0.818845,0.0825,0.0146,0.0340,0.090
0.819769,0.0159,-0.0400,0.0470,0.064
0.820157,0.0093,0.0007,0.0008,0.009
0.824349,-0.0089,0.0290,-0.0067,0.031
0.826391,0.0014,0.0667,0.0072,0.067
0.830294,0.0046,0.0161,-0.0123,0.021
0.836411,0.0100,0.0586,0.0276,0.066
0.840371,-0.0132,0.0413,0.0645,0.078
0.846027,0.0017,0.0004,0.0654,0.065
0.850111,0.0045,0.0264,0.0542,0.060
0.854066,0.0098,0.0259,0.0456,0.053
0.861759,0.0009,0.0302,0.0421,0.052
0.864163,0.0063,0.0059,0.0388,0.040
0.870127,0.0118,-0.0349,0.0428,0.057
0.880700,0.0766,-0.0420,0.0183,0.089
0.882024,0.0482,-0.0204,-0.0464,0.070
0.883917,0.0675,-0.0463,-0.0703,0.108
0.899185,0.0654,-0.0410,-0.0773,0.109
0.900245,0.0845,-0.0286,-0.0369,0.097
0.900802,0.0085,-0.0233,0.0457,0.052
0.902580,-0.0195,-0.0396,0.0823,0.093
0.906745,0.0239,-0.0177,0.0900,0.095
0.911556,0.0360,0.0088,0.0902,0.098
0.917936,-0.0115,0.0635,0.1069,0.125
0.922227,-0.0753,-0.0012,0.1184,0.140
0.926441,-0.0983,0.0106,0.1034,0.143
0.930794,-0.0286,-0.0110,0.0742,0.080
0.934589,-0.0377,-0.0252,0.0074,0.046
0.940215,-0.0776,0.0104,-0.0111,0.079
0.945818,-0.0125,-0.0041,-0.0364,0.039
0.950698,0.0117,-0.0208,-0.0423,0.049
0.956575,0.0405,-0.0230,-0.0195,0.050
0.960027,0.0240,-0.0251,-0.0064,0.035
0.964303,0.0859,0.0038,-0.0007,0.086
0.969930,0.0475,0.0207,-0.0354,0.063
0.974572,0.0712,-0.0005,-0.0201,0.074
0.979424,0.0281,-0.0169,-0.0003,0.033
0.983419,-0.0408,0.0096,0.0238,0.048
0.995875,-0.0523,0.0262,0.0119,0.060
0.997208,-0.0803,0.0379,-0.0214,0.091
0.997751,0.0058,0.0115,-0.0283,0.031
1.011273,0.0058,-0.0004,-0.0495,0.050
1.012154,-0.0228,0.0043,-0.0397,0.046
1.012593,-0.0250,-0.0241,-0.0585,0.068
1.016137,0.0322,-0.0333,-0.0556,0.072
1.020461,0.0129,0.0359,-0.0147,0.041
1.025837,0.0176,-0.0308,0.0069,0.036
1.031120,0.0532,-0.0234,0.0498,0.076
1.034527,0.0386,-0.0374,0.0590,0.080
1.040587,-0.0044,-0.0276,0.0706,0.076
1.044657,0.0076,-0.0060,0.0393,0.041
1.051508,0.0028,0.0176,0.0225,0.029
1.054398,-0.0470,-0.0041,0.0201,0.051
1.058648,-0.0371,-0.0019,0.0058,0.038
1.062260,-0.0272,0.0572,-0.0059,0.064
1.068050,-0.0008,0.0162,0.0062,0.017
1.073376,0.0064,0.0349,-0.0055,0.036
1.078041,0.0301,0.0274,0.0135,0.043
1.082362,0.0013,0.0222,0.0418,0.047
1.094955,0.0106,-0.0114,0.0387,0.042
1.096134,0.0174,0.0027,0.0070,0.019
1.096677,0.0123,-0.0093,-0.0173,0.023
1.103579,-0.0236,-0.0021,-0.0437,0.050
1.109251,-0.0425,-0.0543,-0.0533,0.087
1.110305,-0.0542,0.0126,-0.0698,0.089
1.115119,-0.0753,0.0077,-0.0435,0.087
1.120174,-0.0772,0.0265,-0.0318,0.088
1.125966,-0.0721,-0.0427,-0.0630,0.105
1.130182,-0.0741,0.0407,-0.0702,0.110
1.133600,-0.0524,0.0734,-0.0727,0.116
1.138946,-0.1021,0.1627,0.0007,0.192
1.143778,-0.0281,-0.0598,0.0377,0.076
1.148213,-0.0425,-0.0074,0.0102,0.044
1.153828,-0.0118,0.0920,-0.0219,0.095
1.158364,0.0021,0.0553,-0.0348,0.065
1.162959,-0.0127,0.0521,-0.0121,0.055
1.168409,0.0296,0.0204,0.0224,0.042
1.173846,0.0290,0.0080,0.0593,0.066
1.178238,0.0379,-0.0139,0.0818,0.091
1.182437,0.0303,-0.0095,0.0616,0.069
1.193986,0.0465,0.0044,0.0038,0.047
1.195192,0.0365,0.0181,0.0250,0.048
1.196028,0.0219,0.0293,0.0651,0.075
1.212031,-0.0850,-0.0312,0.0315,0.096
1.212868,-0.4760,0.3425,-0.0468,0.588
1.213367,0.0051,-0.3645,0.0722,0.372
1.214949,0.2614,-0.3860,-0.0708,0.472
1.219132,0.1596,-0.0248,-0.2196,0.273
1.224261,0.1061,-0.0461,-0.2177,0.247
1.230000,0.0577,-0.0647,-0.1115,0.141
1.233172,-0.0355,0.0072,-0.0159,0.040
1.238833,-0.0853,0.0474,0.0477,0.109
1.243647,-0.0755,0.0633,0.0511,0.111
1.248049,-0.0516,0.0717,0.0163,0.090
1.253010,0.0338,0.0515,-0.0253,0.067
1.259757,0.0426,0.0363,-0.0475,0.073
1.262007,0.0775,-0.0238,-0.0576,0.099
1.266977,0.1098,-0.0429,-0.0624,0.133
1.273275,0.0660,-0.0712,-0.0693,0.119
1.277408,0.0417,-0.0160,-0.0830,0.094
1.282010,0.0295,-0.0159,-0.0205,0.039
1.292840,0.0815,0.0200,-0.0013,0.084
1.293961,0.0666,-0.0654,0.0130,0.094
1.296170,0.0518,-0.0266,0.0319,0.066
1.300826,0.0609,-0.0239,0.0530,0.084
1.310189,0.0627,0.0048,0.0690,0.093
1.310949,0.0384,0.0025,0.0445,0.059
1.314234,0.0499,-0.0545,0.0036,0.074
1.318889,-0.0194,-0.0277,-0.0203,0.039
1.324557,-0.0383,-0.0131,-0.0415,0.058
1.329801,-0.0570,0.0014,-0.0437,0.072
1.332620,-0.0257,0.0134,-0.0814,0.086
1.338710,-0.0231,0.0279,-0.0784,0.086
1.343262,-0.0230,-0.0124,-0.0375,0.046
1.347318,-0.0489,0.0236,-0.0041,0.054
1.352581,-0.0510,0.0213,-0.0021,0.055
