time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.625401,-0.0440,-0.0110,-0.0425,0.062
0.630757,-0.0343,-0.0013,-0.0156,0.038
0.638030,-0.0388,0.0034,-0.0080,0.040
0.641200,-0.0292,-0.0013,-0.0102,0.031
0.648297,-0.0053,0.0033,-0.0028,0.007
0.651634,0.0041,0.0033,-0.0051,0.007
0.656042,0.0229,-0.0062,-0.0170,0.029
0.663503,0.0178,-0.0108,0.0236,0.031
0.665959,0.0080,-0.0058,0.0543,0.055
0.670987,0.0078,-0.0152,0.0470,0.050
0.676312,0.0029,-0.0150,0.0589,0.061
0.680613,0.0028,-0.0289,0.0333,0.044
0.689611,-0.0115,-0.0523,0.0086,0.054
0.691285,0.0028,-0.0470,0.0085,0.048
0.696262,0.0028,-0.0749,0.0280,0.080
0.700809,-0.0066,-0.0788,0.0476,0.092
0.705931,0.0077,-0.0684,0.0291,0.075
0.710755,0.0125,-0.0770,0.0060,0.078
0.717888,0.0172,-0.0761,-0.0264,0.082
0.721391,0.0219,-0.0561,-0.0444,0.075
0.726986,0.0170,-0.0314,-0.0578,0.068
0.733257,0.0264,-0.0211,-0.0331,0.047
0.739007,0.0357,0.0176,0.0198,0.044
0.739986,0.0545,0.0084,0.0247,0.060
0.745972,0.0255,0.0183,0.0104,0.033
0.751024,-0.0079,0.0138,0.0246,0.029
0.755883,-0.0316,-0.0050,0.0434,0.054
0.760574,-0.0504,0.0191,0.0239,0.059
0.766389,-0.0072,0.0191,0.0236,0.031
0.770925,-0.0119,0.0001,0.0088,0.015
0.781033,-0.0498,0.0097,-0.0106,0.052
0.781524,-0.0589,0.0096,-0.0299,0.067
0.789124,-0.0680,-0.0001,-0.0442,0.081
0.790330,-0.0674,0.0187,-0.0486,0.085
0.797168,-0.0383,-0.0245,-0.0669,0.081
0.802528,0.0095,-0.0341,-0.0374,0.051
0.805925,0.0237,-0.0007,-0.0130,0.027
0.811653,0.0045,0.0323,0.0297,0.044
0.817400,-0.0146,0.0366,0.0528,0.066
0.821219,0.0045,0.0266,0.0802,0.085
0.826395,0.0139,0.0356,0.0645,0.075
0.830630,0.0185,0.0494,0.0489,0.072
